255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 72.6401 1.19701e+10 -5.39686 65.5443 34924.7 -2.14887 -2.78343e-06 0.00682951 0.00207804 0.0885373 42917.4 0.621278 0.00131828 3.41969e+13 2.91635e-05 0.000343127 306.971 1.05018e-05 6.2068e-17 1.77876e-11 5.16503e-12 2.20876e-08 526.051 2.91064e-07 8.47112e-08 13.9592 -6.29369e-09 7.64362e-08 4.07284e-05 -2.50596e-09 -3.24597e-15 7.96441e-12 2.42336e-12 1.0325e-10 5.00493e-05 7.2452e-10 1.237e-06 199.21 1.8431e-07 6.27936e-07 0.000596928 1.10638e-07 2.6902e-13 1.43806e-10 7.75723e-11 5.07419e-09 0.000781642 1.84094e-08 8.57503e+08 inf 
305 933.362 3.38159e+11 -357.985 417.927 449235 -226.963 -0.000737105 0.226278 0.189064 13.7985 628139 122.648 0.180224 2.48723e+16 0.0937004 0.0185862 41799.3 0.0697625 4.92603e-12 1.86933e-08 5.39609e-08 0.00057875 122514 0.0126696 3.82678e-05 13864.5 -1.46774e-05 1.7135e-05 0.0184186 -9.30547e-06 -3.02213e-11 9.2774e-09 7.75161e-09 5.65738e-07 0.0257537 5.02856e-06 7.69724e-05 28767 6.02187e-05 2.16432e-05 0.0370746 5.26656e-05 4.4839e-10 2.60836e-08 4.6393e-08 4.83825e-06 0.066029 2.22299e-05 2.43903e+07 inf 
315 1822.55 1.16251e+12 -1311.83 649.396 874379 -1021.71 -0.0138557 0.579226 1.23976 117.516 1.72992e+06 1080.41 1.14926 4.89414e+17 1.64945 0.0933837 266160 1.60435 2.52848e-09 1.93527e-07 3.74386e-06 0.0564799 1.97277e+06 1.51523 0.000189212 120688 -0.00013619 6.74184e-05 0.0907755 -0.000106071 -1.43846e-09 6.01335e-08 1.28708e-07 1.22002e-05 0.179595 0.000112165 0.000288984 190378 0.00039076 7.17606e-05 0.139254 0.000394092 1.61378e-08 1.28356e-07 6.10009e-07 7.55958e-05 0.415394 0.000380428 9.63233e+06 inf 
325 3046.61 2.64722e+12 -2982.65 1018.76 1.46091e+06 -2643.05 -0.132741 1.02605 5.05503 561.854 4.25358e+06 5268.86 4.26319 3.68011e+18 10.6738 0.328899 991805 12.4767 2.14057e-07 8.23845e-07 7.4072e-05 1.38701 1.63684e+07 43.6542 0.000470042 408422 -0.000460175 0.000157178 0.225395 -0.00040778 -2.04798e-08 1.58303e-07 7.79909e-07 8.6685e-05 0.656258 0.0008129 0.000660909 633224 0.00119793 0.000161366 0.319713 0.00132615 1.80572e-07 3.19446e-07 3.28935e-06 0.0004544 1.44731 0.00246462 6.48156e+06 inf 
335 4819.07 5.0674e+12 -5755.41 1589.67 2.31652e+06 -5613.96 -0.797158 1.61868 15.7216 1961.21 9.20283e+06 18598.4 12.771 1.71778e+19 45.9354 1.0074 3.00438e+06 62.0474 6.35033e-06 2.49026e-06 0.000739339 16.4349 8.66799e+07 573.651 0.000958848 1.00826e+06 -0.00114515 0.000316296 0.460916 -0.00111701 -1.5861e-07 3.22068e-07 3.12811e-06 0.000390222 1.83108 0.0037005 0.00127344 1.5496e+06 0.00279792 0.000316858 0.620754 0.00333134 1.11282e-06 6.25905e-07 1.17184e-05 0.00176572 3.72744 0.0100222 5.0259e+06 inf 
345 7387.11 8.79362e+12 -10279 2463.23 3.57104e+06 -10839.6 -3.47087 2.43045 40.8392 5586.18 1.77546e+07 52790.5 33.9963 6.04154e+19 161.487 2.85336 8.14337e+06 244.763 9.38852e-05 6.43932e-06 0.00483866 123.051 3.36803e+08 4581.24 0.00176939 2.10628e+06 -0.00246205 0.000590003 0.855347 -0.00259635 -8.31355e-07 5.8215e-07 9.78196e-06 0.00133802 4.25265 0.0126446 0.00223879 3.16773e+06 0.00571124 0.000579089 1.10404 0.00720316 4.66868e-06 1.09703e-06 3.26081e-05 0.00526148 7.91121 0.0306175 4.17495e+06 inf 
