255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 5.99716e+07 1.1902e+09 466.143 6.92642e-07 0.0123357 0.00272767 3.47418 2.71911 3.91978e+09 695679 2.74004e+08 0.0168532 7.86128e-18 8.83875e-12 1.78292e-12 9.80297e-07 6.17634e-07 2.97191e+09 0.06854 1.36025 5.32743e-07 7.91602e-16 1.40981e-11 3.11738e-12 3.97055e-09 3.1076e-09 4.47981 -nan -nan 4.35629e-06 9.47831e-14 9.95129e-11 4.50326e-11 3.32354e-08 2.6386e-08 -nan 8.74987e+08 inf 
305 187997 4.17187e+06 4999.74 4.85631e-05 0.0555538 0.0450212 41.4252 31.4116 1.37452e+07 1954.5 961034 1.90107 1.44898e-15 2.90935e-10 3.93202e-10 0.00013921 7.7835e-05 1.04323e+07 0.0103808 0.230361 0.000276074 2.68154e-12 3.06755e-09 2.48597e-09 2.28741e-06 1.73448e-06 0.758978 0.000403089 8.21817e-05 0.000169574 8.53337e-12 2.5797e-09 3.94102e-09 1.56672e-06 1.13555e-06 0.000263404 1.81101e+07 inf 
315 69300.4 1.6548e+06 7157.97 0.000111677 0.0634185 0.0922679 63.7461 46.0847 5.45906e+06 669.584 380836 7.46813 1.55213e-14 8.20183e-10 2.74311e-09 0.000626866 0.000315098 4.14458e+06 0.00963787 0.23014 0.000995486 1.55313e-11 8.81985e-09 1.2832e-08 8.8654e-06 6.40917e-06 0.759212 0.000482795 0.000155545 0.000218239 4.37879e-11 6.02296e-09 1.47253e-08 2.93006e-06 1.65663e-06 0.00035108 7.19043e+06 inf 
325 44403.6 1.1092e+06 8578.19 0.000285843 0.074773 0.151663 80.7049 55.4697 3.66479e+06 409.98 254880 15.5362 1.24107e-13 1.668e-09 1.01146e-08 0.00145874 0.00065814 2.78235e+06 0.00919879 0.229786 0.00177708 5.92162e-11 1.54902e-08 3.14189e-08 1.67191e-05 1.14913e-05 0.75921 0.000561057 0.000199952 0.000245992 1.4901e-10 1.02763e-08 3.329e-08 4.76117e-06 2.07194e-06 0.00041098 4.82712e+06 inf 
335 33021.3 855115 9700.22 0.000619004 0.0892205 0.231799 95.7409 62.4748 2.83018e+06 293.946 196134 25.511 5.1148e-13 3.05077e-09 2.91995e-08 0.00264378 0.00106986 2.14849e+06 0.00885721 0.229365 0.00260187 1.66034e-10 2.39314e-08 6.21749e-08 2.56803e-05 1.67575e-05 0.759133 0.000627935 0.000237476 0.000270265 3.31098e-10 1.56712e-08 6.29792e-08 7.04668e-06 2.48091e-06 0.000455848 3.72818e+06 inf 
345 26400.6 704952 10646 0.00119253 0.107092 0.340791 109.762 67.9558 2.3376e+06 227.746 161362 37.0646 1.69712e-12 5.29292e-09 7.3952e-08 0.00420215 0.0015249 1.77428e+06 0.00857224 0.228897 0.00345673 3.87214e-10 3.47728e-08 1.10654e-07 3.56396e-05 2.20652e-05 0.759016 0.000682267 0.000268951 0.000292942 6.3334e-10 2.25712e-08 1.08479e-07 9.7083e-06 2.87426e-06 0.000486261 3.07978e+06 inf 
