255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 0.442735 154.822 97.9538 0.000660974 1758.01 -0.0358084 0.00019061 4.66724e-07 0.00342148 0.872906 5.3606e-05 1.20689e-07 0.00491501 0.00563843 7.50855e-14 0.513604 3.61466e-09 1.65256e-14 1.02486e-19 1.9088e-12 3.09392e-07 1.19316e-15 5.0599e-10 1.76942e-07 1.11949e-07 7.5541e-13 2.00919e-06 -4.09245e-11 2.17843e-13 5.33407e-16 3.91032e-12 9.97622e-10 6.12649e-14 1.17336e-08 2.36346e-06 2.53604e-06 9.23269e-12 2.41443e-05 2.0321e-09 4.34042e-12 1.08095e-14 4.65427e-11 1.87777e-08 1.16614e-12 8.74987e+08 inf 
305 103.51 10603 18995.1 0.147995 227449 -6.8491 0.0494033 0.000144809 0.271715 169.522 0.0153525 0.00562437 21.113 144.003 3.7126e-09 7338.65 6.67941e-05 9.42249e-10 8.52889e-15 1.16976e-08 0.00844797 7.80033e-11 5.71556e-06 0.000585473 0.00104887 8.17194e-09 0.0125592 -3.78191e-07 2.72793e-09 7.99601e-12 1.50035e-08 9.36063e-06 8.47731e-10 1.66702e-05 0.000907212 0.00261751 1.17567e-08 0.0157318 1.88287e-06 6.67737e-09 2.01745e-11 2.05137e-08 1.94642e-05 1.89434e-09 1.81101e+07 inf 
315 835.569 36646.2 103897 1.10794 910522 -40.1515 0.449388 0.00158896 1.14642 919.899 0.128932 0.566051 369.516 5123.28 2.73085e-07 158673 0.00239506 1.18787e-07 1.56823e-12 3.02177e-07 0.302105 6.61805e-09 0.000116206 0.00509652 0.0144493 1.54085e-07 0.12663 -5.58402e-06 6.24981e-08 2.20983e-10 1.59437e-07 0.000127934 1.79311e-08 0.00025538 0.00504137 0.0224439 1.19318e-07 0.0776669 1.73755e-05 1.12313e-07 4.1142e-10 1.28859e-07 0.000160149 2.44719e-08 7.19043e+06 inf 
325 3999.66 76048.8 288774 4.29544 1.86911e+06 -122.982 2.41622 0.0102962 2.90859 2516.19 0.54987 18.2635 2184.8 49713 5.36824e-06 913224 0.0256417 4.85528e-06 9.24263e-11 2.64761e-06 2.88118 1.49564e-07 0.000828582 0.0157545 0.0598232 8.89856e-07 0.387211 -2.54773e-05 5.00552e-07 2.13299e-09 6.02553e-07 0.000521262 1.13913e-07 0.00175982 0.014297 0.0819748 5.65912e-07 0.198126 6.82855e-05 8.6907e-07 3.82069e-09 4.30601e-07 0.000570227 1.34194e-07 4.82712e+06 inf 
335 14778.5 131643 621867 12.6581 2.99389e+06 -296.11 9.98949 0.0508449 6.08129 5301.14 1.77494 293.971 8229.03 275152 5.75104e-05 2.96963e+06 0.164606 9.96051e-05 2.68573e-09 1.4504e-05 15.456 1.85205e-06 0.00396401 0.0353103 0.166802 3.39526e-06 0.803044 -7.9425e-05 2.67946e-06 1.3638e-08 1.63117e-06 0.00142191 4.76088e-07 0.00794593 0.0309909 0.214431 1.97436e-06 0.389431 0.000194534 4.42011e-06 2.31169e-08 1.1089e-06 0.00145736 5.19722e-07 3.72818e+06 inf 
345 45194.4 207726 1.17215e+06 31.8664 4.2209e+06 -629.472 34.0447 0.205113 11.4565 9739.21 4.8953 2934.63 24390.1 1.12101e+06 0.000430765 7.10168e+06 0.800884 0.00125952 4.73028e-08 6.12292e-05 60.4758 1.61458e-05 0.0146746 0.0674484 0.380595 1.0347e-05 1.37052 -0.000204389 1.10543e-05 6.66001e-08 3.71992e-06 0.00316231 1.5895e-06 0.0271575 0.0580529 0.468123 5.72787e-06 0.653896 0.000467195 1.69342e-05 1.04516e-07 2.4583e-06 0.00310423 1.64803e-06 3.07978e+06 inf 
355 118288 309915 2.03158e+06 72.1175 5.51324e+06 -1233.75 98.7777 0.698269 20.1879 16419.2 12.134 20497.7 62134.6 3.7385e+06 0.00252273 1.40312e+07 3.22537 0.0110048 5.66034e-07 0.000217794 192.81 0.000110323 0.0445567 0.116739 0.765256 2.71652e-05 2.07673 -0.000464729 3.72076e-05 2.63024e-07 7.60438e-06 0.00618477 4.57064e-06 0.075735 0.0988782 0.906974 1.4571e-05 0.986153 0.000999479 5.25442e-05 3.79516e-07 4.92058e-06 0.00586314 4.54594e-06 2.65477e+06 inf 
365 274393 445529 3.32589e+06 150.9 6.84966e+06 -2287.85 252.24 2.07548 33.9315 26099.1 27.8101 110911 143132 1.08811e+07 0.0123291 2.43975e+07 11.4427 0.073315 5.09043e-06 0.000686951 534.149 0.00063168 0.116432 0.189049 1.41126 6.40306e-05 2.90648 -0.000970793 0.000107032 8.80679e-07 1.4398e-05 0.0110745 1.18005e-05 0.183046 0.158097 1.62033 3.36393e-05 1.38015 0.00197812 0.000140191 1.17661e-06 9.17542e-06 0.0101984 1.13484e-05 2.35668e+06 inf 
375 574351 620599 5.18756e+06 295.637 8.18135e+06 -4029.67 577.666 5.48997 54.7814 39508.2 59.5844 483719 303731 2.8221e+07 0.0519586 3.85004e+07 36.0435 0.388646 3.58694e-05 0.00196481 1318.9 0.00310704 0.269717 0.291435 2.43609 0.000138832 3.84198 -0.00189234 0.000271273 2.5781e-06 2.57255e-05 0.0185531 2.79809e-05 0.392948 0.240205 2.7052 7.15934e-05 1.82183 0.0036531 0.00033003 3.19339e-06 1.61518e-05 0.0165872 2.60027e-05 2.12946e+06 inf 
385 1.11029e+06 845655 7.80511e+06 549.36 9.50208e+06 -6842.36 1213.5 13.2272 85.815 57647.9 120.955 1.80368e+06 608675 6.74411e+07 0.194223 5.65472e+07 104.892 1.73581 0.000210186 0.00521937 2992.52 0.013589 0.567943 0.432575 3.99252 0.000281013 4.86057 -0.00350005 0.000620739 6.76606e-06 4.38966e-05 0.0294884 6.18716e-05 0.774642 0.352466 4.30786 0.000142766 2.30223 0.00643465 0.000708939 7.85724e-06 2.72567e-05 0.0257136 5.5884e-05 1.95493e+06 inf 
