310.5 5.23385 8.51509e-05 2.64839 -1.9201e-24 407.996 21.419 3.7654e-11 178.515 31.4936 0.746558 0.00116887 4.52311e-13 8.84266e-06 1.64549e-55 0.049674 9.30649e-05 4.55524e-25 0.0315202 4.25415e-05 1.46179e-06 4.18442e-09 6.80775e-14 2.11737e-09 -1.5351e-33 3.26189e-07 1.71243e-08 3.0104e-20 1.42721e-07 2.51789e-08 5.96867e-10 9.66688e-07 1.90162e-11 8.40545e-08 1.13666e-32 6.29345e-06 2.72234e-07 1.90837e-17 5.01794e-06 1.82695e-07 3.41809e-08 1.25079e+09 1.04589 
335.5 2.5222 0.000135945 19.8748 -5.71579e-22 2275.24 117.912 7.08546e-10 712.414 65.7129 5.90123 0.00541073 7.37557e-11 9.71847e-05 1.24202e-49 1.64457 0.00268016 1.09385e-24 0.573008 0.000738397 7.71373e-05 4.11666e-08 2.21886e-12 3.24391e-07 -9.32915e-30 3.71359e-05 1.92453e-06 1.15647e-17 1.16278e-05 1.07255e-06 9.63182e-08 9.39738e-06 1.09719e-09 1.21696e-06 4.40472e-29 0.000159572 6.3278e-06 1.33115e-16 9.60066e-05 3.30175e-06 1.11792e-06 6.1268e+07 0.051231 
360.5 0.270414 6.35016e-05 67.2662 -7.34868e-20 6408.99 331.49 6.26458e-09 1516.62 133.457 18.1931 0.000767971 3.75931e-11 0.00124106 2.75634e-44 14.4045 0.0241869 6.08835e-23 3.07038 0.00464609 0.000764838 8.27695e-09 1.94368e-12 2.05891e-06 -2.24931e-27 0.000196169 1.01464e-05 1.91749e-16 4.64214e-05 4.08492e-06 5.56861e-07 4.84833e-06 1.07269e-09 5.80929e-06 2.89588e-26 0.000634364 2.52463e-05 1.35158e-15 0.000303026 1.12037e-05 4.80628e-06 3.26708e+07 0.0273186 
385.5 -1.03696 -0.000339191 169.018 -4.79146e-18 14048.6 713.213 3.19604e-08 2743.78 240.702 41.0309 0.0255303 2.87481e-09 0.00797888 2.99392e-40 73.276 0.123429 1.51162e-21 10.6771 0.0189084 0.0039022 -4.40808e-08 -1.44188e-11 7.18488e-06 -2.03682e-25 0.0005972 3.03183e-05 1.35862e-15 0.000116637 1.02321e-05 1.7442e-06 3.29435e-05 1.10547e-08 1.69575e-05 3.56167e-24 0.00166081 6.57853e-05 7.90015e-15 0.000663532 2.64403e-05 1.27608e-05 2.35242e+07 0.0196704 
410.5 -3.23388 -0.00140251 360.985 -1.73162e-16 26872.7 1325.25 1.19638e-07 4589.61 403.964 79.7998 0.0853953 2.11805e-08 0.0374972 4.47146e-37 276.428 0.457106 2.02986e-20 30.2118 0.0609192 0.0143822 -1.7189e-07 -7.45475e-11 1.91874e-05 -9.20406e-24 0.00142836 7.04409e-05 6.35908e-15 0.000243951 2.14718e-05 4.24158e-06 6.73718e-05 3.35529e-08 4.03104e-05 1.53891e-22 0.00355707 0.000139049 3.22256e-14 0.00124351 5.26971e-05 2.73215e-05 1.88137e+07 0.0157316 
435.5 -7.55159 -0.00485893 698.954 -4.05545e-15 47361.9 2260.64 3.70157e-07 7362.71 653.624 143.337 0.956345 4.31641e-07 0.144638 1.92234e-34 864.986 1.38723 1.8614e-19 75.913 0.170602 0.0437293 -4.76399e-07 -3.0653e-10 4.40942e-05 -2.55842e-22 0.00298787 0.000142614 2.33517e-14 0.000464483 4.12345e-05 9.04258e-06 0.000245625 1.65016e-07 8.47368e-05 3.47301e-21 0.00675582 0.000259183 1.05818e-13 0.00213853 9.51962e-05 5.17391e-05 1.58514e+07 0.0132546 
460.5 -14.1784 -0.0127582 1264.64 -6.55696e-14 78945.4 3641.17 1.00564e-06 11517.3 1030.23 245.648 1.77323 1.23307e-06 0.478526 2.53579e-32 2373.94 3.67318 1.28713e-18 178.192 0.434667 0.11955 -1.01194e-06 -9.10572e-10 9.02594e-05 -4.6798e-21 0.00563445 0.000259876 7.1774e-14 0.000822008 7.3529e-05 1.75323e-05 0.000355749 2.96657e-07 0.000161265 4.2284e-20 0.0117339 0.000441163 2.9447e-13 0.00347018 0.000160051 9.06922e-05 1.40112e+07 0.0117159 
485.5 1.35911 0.00299623 2170.07 -7.99814e-13 126052 5610.96 2.48694e-06 17667.4 1586.22 407.074 5.05298 7.07005e-06 1.40559 2.13037e-30 5911.14 8.80197 7.38618e-18 396.6 1.03326 0.301574 1.07351e-07 2.36662e-10 0.000171407 -6.31747e-20 0.00995641 0.000443191 1.96436e-13 0.00139549 0.00012529 3.21534e-05 0.000631758 7.47288e-07 0.000285732 4.05315e-19 0.0191774 0.000706272 7.38122e-13 0.00542022 0.000256742 0.000150952 1.26604e+07 0.0105863 
510.5 31.6141 0.0488564 3587.08 -7.53461e-12 195383 8390.09 5.74633e-06 26866.9 2408.61 663.098 10.1729 2.24103e-05 3.79571 9.11395e-29 13695.7 19.6217 3.65032e-17 856.259 2.34189 0.725815 2.71083e-06 4.18931e-09 0.000307583 -6.46074e-19 0.0167536 0.000719429 4.92734e-13 0.00230377 0.000206532 5.6859e-05 0.000933967 1.38622e-06 0.000480484 2.71985e-18 0.0298947 0.00107932 1.6992e-12 0.00825316 0.000397688 0.000242907 1.16621e+07 0.00975163 
535.5 40.1627 0.0773885 5720.49 -5.67792e-11 293951 12188 1.25384e-05 40359.7 3598.57 1060.07 9.60502 3.4182e-05 9.51289 2.66819e-27 29773.1 41.15 1.60008e-16 1789.61 5.09596 1.66888 3.7465e-06 7.21904e-09 0.000533625 -5.29655e-18 0.0274207 0.00113693 1.16962e-12 0.00376488 0.000335686 9.88865e-05 0.000946558 1.78565e-06 0.000776296 1.48608e-17 0.0450048 0.00159561 3.68213e-12 0.0123598 0.000602231 0.000381968 1.072e+07 0.00896387 
