260 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -0 
280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -0 
300 3658.49 1.52468e+12 -3590.9 960.99 1.79688e+06 -3880.68 -0.0640897 1.27754 3.63978 473.112 3.73435e+06 1293.42 2.88758 9.83486e+17 15.0123 0.109511 734583 27.2571 3.81228e-07 1.08778e-06 8.65337e-05 2.42847 1.03726e+07 7.16761 3.15904e-06 1316.53 -3.10068e-06 8.29798e-07 0.00155157 -3.3509e-06 -5.53404e-11 1.10314e-09 3.14289e-09 4.08524e-07 0.00322454 1.11685e-06 4.98336e-05 29111.7 0.000113812 9.68875e-06 0.0251375 0.000153378 1.81433e-08 3.06278e-08 2.73332e-07 4.57905e-05 0.0945842 7.86629e-05 1.1581e+09 -5028.12 
320 16009.2 1.68726e+13 -37818.2 3742.03 7.93126e+06 -47481 -8.99075 9.29369 121.734 19092.7 3.88907e+07 68432.4 65.4018 1.34035e+20 1398.43 2.72617 1.73367e+07 2989.22 0.00164581 5.55322e-05 0.0515663 1734.7 1.16121e+09 10286.8 0.000803461 846791 -0.001898 0.000187803 0.39805 -0.00238295 -4.51223e-07 4.66427e-07 6.10952e-06 0.000958217 1.95183 0.00343445 0.00162382 2.45149e+06 0.00815974 0.000318668 0.843587 0.0120143 9.07721e-06 1.60296e-06 5.0504e-05 0.00928128 7.38027 0.0224605 1.99253e+07 -86.5094 
340 36682.7 5.76074e+13 -125937 9290.88 1.85952e+07 -174561 -140.318 22.8564 815.938 144517 1.43548e+08 584037 452.103 1.77647e+21 18209.4 25.4054 1.29266e+08 43673.4 0.160887 0.000437033 1.70129 66685.6 1.45655e+10 503502 0.00322338 5.06207e+06 -0.0110663 0.000816408 1.634 -0.015339 -1.233e-05 2.00844e-06 7.16981e-05 0.012699 12.6139 0.0513205 0.00541637 1.14227e+07 0.03844 0.00125136 2.94769 0.0600198 0.00011826 5.86252e-06 0.000379941 0.0754886 33.4783 0.203985 1.13802e+07 -49.4093 
360 74762.3 1.33382e+14 -319343 21632.2 3.91516e+07 -472039 -914.136 45.7292 3044.6 586806 3.43973e+08 2.45611e+06 2141.24 9.96351e+21 126717 172.814 6.65967e+08 324417 4.14341 0.00203628 19.7972 861258 7.66613e+10 6.971e+06 0.00888984 1.58602e+07 -0.0379724 0.00257224 4.65544 -0.0561292 -0.000108698 5.43756e-06 0.000362027 0.0697759 40.9012 0.292051 0.0132507 3.05482e+07 0.116729 0.00373263 7.58391 0.188216 0.000693448 1.45795e-05 0.00149097 0.312317 86.2713 0.86233 8.40987e+06 -36.513 
380 141221 2.52685e+14 -707471 47744.7 7.6399e+07 -1.0838e+06 -3746.83 84.4169 8460.01 1.71576e+06 6.53027e+08 7.12577e+06 8153.3 3.57741e+22 623729 960.548 2.71603e+09 1.62217e+06 46.6661 0.00744287 130.244 5.91236e+06 2.55862e+11 4.84172e+07 0.0205215 3.67189e+07 -0.102806 0.00693801 11.1019 -0.157493 -0.000544469 1.2267e-05 0.00122936 0.249324 94.8945 1.03548 0.0276344 6.20502e+07 0.282963 0.00956273 16.475 0.459261 0.00254653 3.05136e-05 0.00417313 0.892743 167.856 2.44203 6.88162e+06 -29.8779 
400 250106 4.20293e+14 -1.42481e+06 99939.6 1.39001e+08 -2.20742e+06 -11550.3 148.337 19651.5 4.06901e+06 1.07082e+09 1.63921e+07 26496.7 9.73273e+22 2.46531e+06 4570.43 9.24678e+09 6.2525e+06 333.822 0.0237433 621.056 2.79367e+07 6.46559e+11 2.21025e+08 0.0421328 7.08025e+07 -0.240022 0.0168358 23.416 -0.371861 -0.00194576 2.49888e-05 0.00331049 0.685465 180.39 2.76141 0.0518503 1.0669e+08 0.598076 0.0220565 31.7711 0.956564 0.00724221 5.80978e-05 0.009678 2.05824 276.367 5.44137 5.93613e+06 -25.7729 
420 419369 6.37705e+14 -2.65839e+06 199253 2.37555e+08 -4.08323e+06 -29255.2 250.986 40361.6 8.31528e+06 1.59018e+09 3.21308e+07 75812.9 2.18072e+23 8.16083e+06 19010.2 2.70908e+10 1.95838e+07 1693.67 0.0679367 2337.06 9.99664e+07 1.35249e+12 7.50685e+08 0.0792884 1.20568e+08 -0.502611 0.037672 44.9136 -0.772 -0.00553116 4.74529e-05 0.007631 1.57214 300.649 6.07484 0.089705 1.63381e+08 1.13592 0.0466369 55.7199 1.76257 0.0170182 0.000102921 0.0195864 4.05322 406.596 10.2482 5.28916e+06 -22.9639 
440 671230 9.04686e+14 -4.66635e+06 380716 3.84662e+08 -6.99158e+06 -64415.9 412.667 75974.4 1.52326e+07 2.20315e+09 5.61349e+07 195281 4.24362e+23 2.3502e+07 70870.3 7.01856e+10 5.20689e+07 6709.98 0.178963 7412.87 2.91048e+08 2.47594e+12 2.06043e+09 0.138842 1.87132e+08 -0.965221 0.0787499 79.5662 -1.44619 -0.0133242 8.53589e-05 0.0157151 3.15082 455.716 11.6113 0.145314 2.29695e+08 1.98234 0.0919661 90.4815 2.94599 0.0347909 0.000172429 0.0358659 7.09046 551.782 17.0696 4.83449e+06 -20.9899 
460 1.02595e+06 1.21299e+15 -7.73256e+06 696257 5.91116e+08 -1.11626e+07 -126968 658.029 133080 2.55005e+07 2.88655e+09 8.9445e+07 455917 7.37925e+23 6.02415e+07 238198 1.62814e+11 1.21211e+08 22169.8 0.438147 20618.1 7.23767e+08 4.08441e+12 4.79943e+09 0.227986 2.69548e+08 -1.71832 0.154721 131.357 -2.48053 -0.0282146 0.000146226 0.0295729 5.66669 641.446 19.8763 0.222116 3.022e+08 3.2302 0.170274 137.57 4.55876 0.0642689 0.000275649 0.0608865 11.3456 704.4 25.9124 4.50007e+06 -19.5379 
480 1.51141e+06 1.56283e+15 -1.22671e+07 1.23226e+06 8.72149e+08 -1.68873e+07 -230950 1028.4 221617 3.99338e+07 3.63986e+09 1.33454e+08 980522 1.18214e+24 1.41234e+08 740635 3.46083e+11 2.53982e+08 64086.9 1.01986 52219.8 1.59533e+09 6.24996e+12 9.92337e+09 0.354847 3.66918e+08 -2.88004 0.289308 204.762 -3.96477 -0.0542221 0.000241446 0.0520309 9.37558 854.56 31.332 0.322937 3.78037e+08 4.98637 0.300309 198.306 6.62646 0.110028 0.000425611 0.0977388 16.9307 858.535 36.7164 4.25934e+06 -18.4927 
500 2.14538e+06 1.94448e+15 -1.8647e+07 2.10695e+06 1.23658e+09 -2.43073e+07 -392317 1571.56 352754 5.90025e+07 4.43918e+09 1.88414e+08 1.95109e+06 1.76951e+24 3.04115e+08 2.13309e+06 6.78735e+11 4.84103e+08 164023 2.25305 121307 3.16281e+09 8.98204e+12 1.85869e+10 0.526229 4.76951e+08 -4.5738 0.516801 303.314 -5.9622 -0.0962291 0.000385478 0.0865249 14.4724 1088.86 46.2151 0.44906 4.54477e+08 7.32632 0.506092 272.916 9.12113 0.175989 0.000635644 0.149225 23.7978 1008.73 49.2264 4.0769e+06 -17.7007 
520 2.94601e+06 2.35175e+15 -2.72707e+07 3.49357e+06 1.69293e+09 -3.34958e+07 -629208 2353.88 540448 8.29815e+07 5.27217e+09 2.54324e+08 3.62118e+06 2.50306e+24 6.05772e+08 5.72873e+06 1.23837e+12 8.47742e+08 378763 4.74385 261517 5.72001e+09 1.22583e+13 3.19922e+10 0.748275 5.97336e+08 -6.92666 0.887354 429.998 -8.50781 -0.159817 0.000597878 0.137272 21.077 1339.11 64.5975 0.599876 5.28164e+08 10.2901 0.817116 360.061 11.9558 0.265825 0.000920577 0.21813 31.7588 1149.06 62.8735 3.93706e+06 -17.0935 
540 3.91401e+06 2.76776e+15 -3.84614e+07 5.62574e+06 2.24088e+09 -4.43468e+07 -961542 3462.18 801383 1.1174e+08 6.10821e+09 3.29593e+08 6.29995e+06 3.36505e+24 1.13545e+09 1.45462e+07 2.12073e+12 1.38507e+09 810982 9.70745 535596 9.61835e+09 1.60045e+13 5.12557e+10 1.0226 7.23125e+08 -10.0487 1.46982 585.469 -11.5864 -0.25122 0.000904555 0.209375 29.1941 1595.88 86.1119 0.774762 5.96882e+08 13.9885 1.28065 459.677 15.0874 0.38571 0.00131073 0.309993 40.7513 1278.53 77.3057 3.8275e+06 -16.6178 
560 5.08319e+06 3.20562e+15 -5.28177e+07 8.8767e+06 2.89729e+09 -5.7102e+07 -1.41956e+06 5044.62 1.16334e+06 1.46013e+08 6.98059e+09 4.15289e+08 1.04202e+07 4.36888e+24 2.01457e+09 3.52097e+07 3.45286e+12 2.1396e+09 1.62564e+06 19.3316 1.04846e+06 1.52544e+10 2.02841e+13 7.76852e+10 1.35192 8.52565e+08 -14.0474 2.36084 770.562 -15.1868 -0.377545 0.00134166 0.309401 38.8335 1856.55 110.45 0.971426 6.59603e+08 18.3974 1.94699 569.696 18.3959 0.538343 0.00182794 0.427925 50.4876 1395.69 91.9886 3.75998e+06 -16.3246 
