260 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
300 103.952 10757.8 19093.1 0.148656 229207 -6.8849 0.0495939 0.000145276 0.275137 170.395 0.0154061 0.00562449 21.1179 144.008 3.71267e-09 7339.17 6.67977e-05 9.42266e-10 8.52899e-15 1.16996e-08 0.00844828 7.80045e-11 1.16395e-07 1.20455e-05 2.13785e-05 1.6645e-10 0.000256643 -7.70902e-09 5.55302e-11 1.62665e-13 3.0807e-10 1.90791e-07 1.72502e-11 2.50683e-06 0.000153299 0.000400985 2.03209e-09 0.00285513 2.73375e-07 1.02566e-09 3.08601e-12 3.60625e-09 3.06971e-06 2.95032e-10 8.93097e+08 inf 
320 4835.23 112695 392670 5.40337 2.77963e+06 -163.133 2.86561 0.0118852 4.05502 3436.09 0.678802 18.8296 2554.31 54836.3 5.64132e-06 1.0719e+06 0.0280367 4.97407e-06 9.39945e-11 2.94979e-06 3.18328 1.56182e-07 0.000402348 0.00937753 0.0326748 4.49624e-07 0.231298 -1.35746e-05 2.38452e-07 9.88984e-10 3.37425e-07 0.000285923 5.64843e-08 0.00118531 0.0111629 0.0591217 5.16974e-07 0.188933 4.63542e-05 5.97529e-07 2.61598e-09 3.62769e-07 0.000427942 9.90237e-08 1.20175e+07 inf 
340 59972.9 339369 1.79401e+06 44.5246 7.21479e+06 -925.582 44.0342 0.255958 17.5378 15040.3 6.67023 3228.6 32619.1 1.39616e+06 0.000488276 1.00713e+07 0.965489 0.00135912 4.99886e-08 7.57332e-05 75.9318 1.79978e-05 0.00880925 0.0498489 0.263517 6.54008e-06 1.05976 -0.000135956 6.46805e-06 3.75969e-08 2.57608e-06 0.00220923 9.79771e-07 0.0199157 0.0480251 0.368289 5.3804e-06 0.596872 0.000351189 1.25619e-05 7.70009e-08 2.1185e-06 0.00250453 1.29757e-06 6.80795e+06 inf 
360 392681 755444 5.35747e+06 223.017 1.23629e+07 -3521.6 351.018 2.77375 54.1194 42518.3 39.9441 131409 205266 1.46196e+07 0.0148518 3.84287e+07 14.6681 0.0843198 5.65647e-06 0.000904745 726.959 0.000742002 0.0783567 0.150743 1.06904 4.45015e-05 2.46693 -0.00070271 7.0043e-05 5.53482e-07 1.07991e-05 0.00848421 7.97055e-06 0.14171 0.13504 1.33206 3.13557e-05 1.25795 0.00155984 0.000109176 9.06843e-07 7.99462e-06 0.00854854 9.1941e-06 5.01146e+06 inf 
380 1.68464e+06 1.46625e+06 1.29927e+07 844.997 1.76834e+07 -10872 1791.17 18.7172 140.596 97156.1 180.539 2.2874e+06 912406 9.5662e+07 0.246182 9.50476e+07 140.935 2.12445 0.000246056 0.00718418 4311.42 0.016696 0.412458 0.358989 3.18105 0.000206884 4.32951 -0.00266185 0.00043854 4.5826e-06 3.44228e-05 0.0237871 4.42022e-05 0.624429 0.307433 3.64723 0.000132184 2.1275 0.00523645 0.000572558 6.26439e-06 2.39584e-05 0.0221304 4.61944e-05 4.0844e+06 inf 
400 5.39377e+06 2.61328e+06 2.73921e+07 2636.22 2.27975e+07 -28755.9 6685.48 90.1095 326.275 193137 666.478 2.23944e+07 3.25237e+06 4.54226e+08 2.66111 1.81287e+08 961.972 28.8952 0.00550352 0.0435477 18598.9 0.242374 1.53106 0.741794 7.77542 0.000748306 6.47122 -0.00816255 0.00189771 2.55781e-05 9.26152e-05 0.0548232 0.000189184 2.00316 0.610694 8.27512 0.00044205 3.09561 0.0143678 0.00214494 3.01325e-05 6.15118e-05 0.0476847 0.000181683 3.52291e+06 inf 
420 1.39798e+07 4.37221e+06 5.18066e+07 7052.53 2.73164e+07 -67134.5 19869 337.799 695.238 345511 2093.4 1.46215e+08 9.90526e+06 1.69734e+09 20.6074 2.88526e+08 5075.22 252.84 0.0759092 0.216482 63457.7 2.50087 4.4454 1.39031 16.4739 0.00224262 8.68631 -0.021348 0.00631811 0.000107416 0.000221077 0.109868 0.000665676 5.17039 1.10308 16.3813 0.00123432 4.03684 0.0340312 0.00636251 0.00011225 0.000141292 0.0900431 0.0005934 3.14477e+06 inf 
440 3.07647e+07 6.93394e+06 8.91944e+07 16596.2 3.08843e+07 -139964 49554.2 1041.91 1381.75 565975 5732.41 6.95943e+08 2.65009e+07 5.17628e+09 121.108 3.98699e+08 21269.2 1571.77 0.71629 0.917199 178505 19.3568 10.703 2.41231 31.0306 0.00577379 10.7446 -0.0486931 0.0172399 0.000362478 0.000480709 0.196902 0.0019943 11.2944 1.84402 28.9468 0.00296589 4.82292 0.0709119 0.0157989 0.000343228 0.000296666 0.152746 0.00166041 2.8744e+06 inf 
460 5.97858e+07 1.05297e+07 1.42023e+08 35029.2 3.33289e+07 -265454 108097 2761.48 2594.14 862609 13982.5 2.59941e+09 6.39299e+07 1.33604e+10 564.17 4.92607e+08 73673.1 7506.88 5.01994 3.41382 429335 117.759 22.3601 3.93813 53.1172 0.0131011 12.4651 -0.0992808 0.0404287 0.0010328 0.000970216 0.322619 0.00522951 21.7305 2.89847 46.6413 0.00627406 5.37191 0.133031 0.0342508 0.000900438 0.000579191 0.237676 0.0040859 2.67377e+06 inf 
480 1.04785e+08 1.53515e+07 2.10444e+08 67257.6 3.4526e+07 -460582 211346 6459.81 4631.34 1.23228e+06 30788.4 7.93369e+09 1.40388e+08 2.96653e+10 2150.08 5.52574e+08 214285 28877.5 27.5107 11.3477 899261 580.055 41.4954 6.07925 83.3367 0.0266343 13.6724 -0.182392 0.0836939 0.00255811 0.00183403 0.487987 0.0121923 37.6816 4.31706 69.3006 0.0119187 5.64683 0.227136 0.0665652 0.00208576 0.00106305 0.343482 0.00900286 2.52523e+06 inf 
