260 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -0 
280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -0 
300 359195 642331 7.05286e+06 4.6785 7.64257e+06 -67976.9 55.3934 0.161746 8.28519 28618.2 2.56413 1.66471e+06 340770 7.89365e+07 5.58395e-06 1.41369e+07 14668.4 0.0171928 1.4774e-07 2.33301e-05 501.069 4.50541e-06 0.000309073 0.0005527 0.00606871 4.02566e-09 0.00657613 -5.84914e-05 4.76638e-08 1.39176e-10 7.12908e-09 2.46249e-05 2.20633e-09 0.0378461 0.0171147 0.260547 6.91994e-08 0.110096 0.00355221 3.84597e-06 1.12741e-08 1.41505e-07 0.000656158 6.22243e-08 1.16217e+09 -321752 
320 8.4624e+06 6.33383e+06 8.43922e+07 90.7474 4.73471e+07 -701523 1845.19 7.6904 108.299 328054 65.7811 2.27668e+08 2.42041e+07 6.41295e+09 0.00162524 3.20548e+08 1.02487e+06 5.33676 0.000105378 0.00353185 44640.6 0.00238171 0.219525 0.164308 2.18924 2.3541e-06 1.22824 -0.0181984 4.78665e-05 1.99499e-07 2.80942e-06 0.00851013 1.70645e-06 2.42029 0.775169 12.7109 6.05136e-06 2.60899 0.162035 0.000368987 1.6413e-06 9.15029e-06 0.0329486 7.67285e-06 3.85486e+07 -10672.4 
340 4.24468e+07 1.69953e+07 2.58414e+08 579.79 9.08402e+07 -2.11872e+06 13092.1 77.2844 426.572 1.00501e+06 465.073 3.36653e+09 1.84481e+08 5.53885e+10 0.0767454 1.38638e+09 8.89263e+06 184.326 0.00754718 0.0653677 450312 0.126005 2.00032 0.800909 12.1779 2.73228e-05 4.28088 -0.0998456 0.000616971 3.64206e-06 2.01024e-05 0.0473613 2.19168e-05 12.4357 2.83766 49.6176 5.35735e-05 6.85621 0.639609 0.00288198 1.8504e-05 5.17337e-05 0.137761 7.38761e-05 2.122e+07 -5874.86 
360 1.23342e+08 3.22867e+07 5.33794e+08 2441.06 1.27917e+08 -4.53795e+06 52121.3 422.441 1189.02 2.1116e+06 2099.01 2.0585e+10 6.74097e+08 2.18073e+11 1.42107 3.00184e+09 3.73447e+07 2363.42 0.181907 0.569784 2.06084e+06 2.59547 7.98065 2.08907 34.5384 0.000157945 8.27671 -0.293622 0.00337243 2.73335e-05 7.69339e-05 0.136628 0.000135813 35.6122 6.26517 113.654 0.000258847 11.2127 1.52647 0.0118974 0.00010499 0.000175921 0.33864 0.00038664 1.54551e+07 -4278.82 
380 2.7166e+08 5.24054e+07 9.09747e+08 7921.91 1.55144e+08 -8.10648e+06 152408 1642.03 2782 3.69278e+06 7305.51 7.82225e+10 1.72725e+09 5.7472e+11 14.756 4.57588e+09 1.06048e+08 17157 2.28874 3.30227 6.25854e+06 30.2002 21.8725 4.21938 73.2476 0.000637826 12.4913 -0.652687 0.012271 0.000132207 0.00022399 0.297321 0.000588198 76.2864 11.0121 202.257 0.000883882 14.5736 2.84822 0.0350829 0.000408408 0.000464444 0.644594 0.00144415 1.24202e+07 -3438.58 
400 5.04181e+08 7.75112e+07 1.37433e+09 21394.5 1.72567e+08 -1.28469e+07 364861 5079.04 5800.94 5.74277e+06 21118.8 2.21536e+11 3.60007e+09 1.18504e+12 102.848 5.67102e+09 2.35084e+08 85951.3 18.7742 14.6697 1.46854e+07 236.93 47.5223 7.30592 129.539 0.00201657 16.2655 -1.2109 0.0343904 0.000478732 0.000546776 0.541292 0.00199058 136.465 16.9101 308.086 0.00237225 16.4305 4.54884 0.083179 0.00124113 0.00104103 1.0446 0.00428599 1.06094e+07 -2937.26 
420 8.33e+08 1.07601e+08 1.90863e+09 50183.5 1.81359e+08 -1.86272e+07 759440 13327.3 11116.4 8.22951e+06 53018.5 5.13339e+11 6.53684e+09 2.06666e+12 534.164 6.15567e+09 4.35169e+08 330230 112.299 53.5355 2.87988e+07 1378.9 87.9058 11.3551 201.416 0.00529582 19.1386 -1.96571 0.0801431 0.00140642 0.00117311 0.868453 0.005595 215.51 23.6831 421.336 0.00532204 16.832 6.48529 0.1686 0.0031421 0.00206721 1.51159 0.0106869 9.47606e+06 -2623.49 
440 1.26538e+09 1.42693e+08 2.48883e+09 105054 1.82829e+08 -2.52037e+07 1.4232e+06 30836.3 19937.7 1.10756e+07 118819 1.03237e+12 1.0826e+10 3.20034e+12 2216.09 6.11129e+09 7.06333e+08 1.04285e+06 531.586 168.751 4.95153e+07 6386.7 145.93 16.4561 287.025 0.0121154 21.0848 -2.90662 0.16413 0.00355621 0.00229932 1.2773 0.0137029 312.669 31.2683 535.44 0.0104301 16.1312 8.54456 0.305497 0.00697558 0.00376489 2.01962 0.023426 8.67113e+06 -2400.65 
460 1.80925e+09 1.83313e+08 3.09921e+09 200237 1.786e+08 -3.23441e+07 2.4703e+06 64918.3 34050.8 1.42484e+07 243739 1.87145e+12 1.6811e+10 4.54317e+12 7702.29 5.71404e+09 1.03532e+09 2.85478e+06 2111.73 477.925 7.75553e+07 24827.3 224.847 22.7815 385.159 0.0248847 22.1957 -4.0196 0.307 0.0080678 0.0042317 1.77074 0.030291 426.638 39.6259 645.183 0.0183838 14.7469 10.607 0.510423 0.0140481 0.00644107 2.55005 0.0465606 8.04659e+06 -2227.74 
480 2.46426e+09 2.2946e+08 3.7151e+09 351962 1.70042e+08 -3.9714e+07 4.02397e+06 126222 55731.8 1.76396e+07 462865 3.11828e+12 2.47872e+10 6.01221e+12 23036.5 5.11087e+09 1.39327e+09 6.9524e+06 7237.89 1236.28 1.12599e+08 83071 326.562 30.4078 492.322 0.0466418 22.5338 -5.26287 0.533253 0.0167268 0.00738553 2.33758 0.0613385 553.705 48.5814 744.548 0.0296198 13.0199 12.5275 0.798103 0.0260648 0.010454 3.07526 0.085124 7.54607e+06 -2089.17 
500 3.22767e+09 2.81401e+08 4.31504e+09 578462 1.58848e+08 -4.70427e+07 6.22376e+06 229847 88062.1 2.11484e+07 823311 4.85911e+12 3.50927e+10 7.50676e+12 60712.8 4.41671e+09 1.76535e+09 1.54328e+07 22045 2975.12 1.53779e+08 245449 451.304 39.3465 603.344 0.0808827 22.2107 -6.57768 0.870229 0.0321381 0.0123132 2.95705 0.115118 689.741 57.9537 828.009 0.0441257 11.1465 14.2679 1.18346 0.045272 0.0162597 3.5718 0.145146 7.15187e+06 -1980.03 
520 4.09381e+09 3.3957e+08 4.88142e+09 894911 1.45855e+08 -5.41099e+07 9.19705e+06 394937 134762 2.46295e+07 1.3803e+06 7.13033e+12 4.79443e+10 8.89883e+12 142848 3.7041e+09 2.10756e+09 3.1423e+07 60181.1 6688.07 1.98156e+08 646208 600.382 49.8 715.89 0.131244 21.3905 -7.93554 1.3488 0.0579199 0.0197636 3.61206 0.20243 827.797 67.4632 890.263 0.0610286 9.25596 15.688 1.67006 0.0739676 0.0242949 4.00172 0.231932 6.81868e+06 -1887.78 
540 5.04131e+09 4.02985e+08 5.38387e+09 1.31433e+06 1.32019e+08 -6.06101e+07 1.30531e+07 644729 200218 2.79289e+07 2.19482e+06 9.95043e+12 6.34386e+10 1.00757e+13 303929 3.02031e+09 2.40563e+09 5.94261e+07 149499 14151.7 2.42732e+08 1.53807e+06 767.463 61.3484 819.613 0.200087 20.0979 -9.22697 1.98713 0.0981502 0.0304801 4.25175 0.334128 962.187 76.772 928.496 0.0789557 7.47467 16.7655 2.25788 0.114566 0.0350049 4.34452 0.350009 6.5688e+06 -1818.6 
